Accident Type,Date,Speed (Km),Simple Injuries,Severe Injuries,Death,Medium Injuries,Road Lanes,Road Surfuce Description,Vehicle Country,Driver Licensee Type,Road Type,Light,Weather,Road Proerties,Driver Mistake,City,Vehicle type,Number of Cars,Driver Age,Sex
Collision,2018-06-27 17:06,80,0,0,0,0,Two ways with median island,dry,Jordan,class 6a,asphalt,day,clear,straight ramp,Violation of traffic rules,Jerash,Bus (> 30 seats),2,40,Male
Collision,2018-06-27 17:06,80,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,straight ramp,Neglecting traffic safety precautions,Jerash,Passengers vehicle (up to 9 seats),2,61,Male
Collision,2018-06-27 17:08,60,0,0,0,0,Two ways with median island,dry,Jordan,class5,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,26,Male
Collision,2018-06-27 17:08,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,41,Male
Collision,2018-06-27 17:09,60,0,0,0,0,Two ways,dry,Jordan,class5,asphalt,day,clear,flat straight,Violation of traffic rules,Jerash,Passengers vehicle (up to 9 seats),2,35,Male
Collision,2018-06-27 17:09,60,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Unsafe turnaround,Jerash,Passengers vehicle (up to 9 seats),2,45,Male
Collision,2018-06-27 17:09,40,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,42,Male
Collision,2018-06-27 17:09,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,118,Unkown
Collision,2018-06-27 17:10,40,0,0,0,0,Two ways,dry,Jordan,class4,Dirt,day,clear,flat straight,Improper lane changes,Maan,Passenger and cargo vehicle,1,30,Male
Collision,2018-06-27 17:13,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,28,Male
Collision,2018-06-27 17:13,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,46,Male
Collision,2018-06-27 17:13,60,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Irbid,Passengers vehicle (up to 9 seats),2,84,Male
Collision,2018-06-27 17:13,60,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Irbid,Passenger and cargo vehicle,2,31,Male
Collision,2018-06-27 17:15,50,0,0,0,0,Two ways,dry,Jordan,class5,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,27,Male
Collision,2018-06-27 17:15,50,0,0,0,0,Two ways,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Improper reversing,Amman,Passengers vehicle (up to 9 seats),2,35,Female
Collision,2018-06-27 17:16,60,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,sunset,clear,flat straight,Running a stop sign,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-06-27 17:16,60,0,0,0,0,Two ways,dry,Jordan,class5,asphalt,sunset,clear,flat straight,Violation of traffic rules,Amman,Passengers Van or small bus (10 to 30 seats),2,24,Male
Collision,2018-06-27 17:16,70,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Balqa,Passengers vehicle (up to 9 seats),2,37,Female
Collision,2018-06-27 17:16,70,0,0,0,0,Two ways with median island,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Violation of traffic rules,Balqa,Passengers vehicle (up to 9 seats),2,32,Male
Collision,2018-06-27 17:20,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Irbid,Passenger and cargo vehicle,2,26,Male
Collision,2018-06-27 17:20,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Irbid,Truck,2,118,Unkown
Collision,2018-06-27 17:21,50,0,0,0,0,Two ways with median island,dry,Jordan,class5,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),3,39,Male
Collision,2018-06-27 17:21,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),3,39,Male
Collision,2018-06-27 17:21,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),3,118,Unkown
Collision,2018-06-27 17:21,40,1,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Irbid,Passengers vehicle (up to 9 seats),1,18,Male
Collision,2018-06-27 17:25,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-06-27 17:25,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,42,Male
Collision,2018-06-27 17:25,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,40,Female
Collision,2018-06-27 17:25,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,31,Male
Collision,2018-06-27 17:28,60,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Irbid,Passengers vehicle (up to 9 seats),2,41,Male
Collision,2018-06-27 17:28,60,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper reversing,Irbid,Passengers vehicle (up to 9 seats),2,18,Male
Collision,2018-06-27 17:31,40,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,30,Male
Collision,2018-06-27 17:31,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,62,Male
Collision,2018-06-27 17:35,40,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Mafraq,Passenger and cargo vehicle,2,44,Male
Collision,2018-06-27 17:35,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Mafraq,Passengers vehicle (up to 9 seats),2,35,Male
Collision,2018-06-27 17:37,80,0,0,0,0,Two ways with median island,dry,Jordan,unkown driver,asphalt,day,clear,flat straight,Violation of traffic rules,Zarqa,Passengers vehicle (up to 9 seats),2,118,Male
Collision,2018-06-27 17:37,80,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Zarqa,Passenger and cargo vehicle,2,24,Male
Collision,2018-06-27 20:15,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,25,Male
Collision,2018-06-27 20:15,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,37,Male
Collision,2018-06-27 17:41,40,0,0,0,0,Two ways with median island,dry,Kuwait,unkown driver,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,118,Unkown
Collision,2018-06-27 17:41,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,32,Male
Collision,2018-06-27 17:45,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),2,26,Male
Collision,2018-06-27 17:45,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,23,Male
Collision,2018-06-27 17:48,20,0,0,0,0,Parking lot,dry,Jordan,class 3,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Amman,Passengers vehicle (up to 9 seats),1,32,Male
Collision,2018-06-27 17:56,80,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Zarqa,Passengers vehicle (up to 9 seats),2,18,Unkown
Collision,2018-06-27 17:56,80,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Zarqa,Passengers vehicle (up to 9 seats),2,26,Male
Collision,2018-06-27 17:59,40,0,0,0,0,One way,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,118,Unkown
Collision,2018-06-27 17:59,40,0,0,0,0,One way,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,27,Male
Collision,2018-06-27 18:02,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper reversing,Amman,Passengers vehicle (up to 9 seats),2,47,Male
Collision,2018-06-27 18:02,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,28,Male
Collision,2018-06-27 18:04,70,0,0,0,0,Parking lot,dry,Jordan,class 3,asphalt,sunset,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),1,25,Male
Collision,2018-06-27 18:07,50,0,0,0,0,Two ways,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,23,Unkown
Collision,2018-06-27 18:07,50,0,0,0,0,Two ways,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,31,Unkown
Collision,2018-06-27 18:05,50,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,36,Male
Collision,2018-06-27 18:05,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-06-27 18:09,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passenger and cargo vehicle,2,0,Unkown
Collision,2018-06-27 18:09,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Sharp curved,Amman,Truck,2,118,Unkown
Collision,2018-06-27 18:13,50,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),2,58,Male
Collision,2018-06-27 18:13,50,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,64,Male
Collision,2018-06-27 18:16,60,0,0,0,0,One way,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,31,Female
Collision,2018-06-27 18:16,60,0,0,0,0,One way,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Truck,2,37,Male
Collision,2018-06-27 18:18,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,39,Female
Collision,2018-06-27 18:18,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,24,Female
Collision,2018-06-27 18:19,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,straight ramp,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,39,Male
Collision,2018-06-27 18:19,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,straight ramp,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,118,Unkown
Collision,2018-06-27 18:20,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper lane changes,Balqa,Passenger and cargo vehicle,2,28,Male
Collision,2018-06-27 18:20,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Balqa,Passengers vehicle (up to 9 seats),2,46,Male
Collision,2018-06-27 18:23,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper lane changes,Irbid,Passengers vehicle (up to 9 seats),2,20,Male
Collision,2018-06-27 18:23,50,0,0,0,0,Two ways,dry,KSA,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Irbid,Passengers vehicle (up to 9 seats),2,37,Male
Collision,2018-06-27 18:24,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-06-27 18:24,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-06-27 18:24,70,0,0,0,0,Two ways with median island,dry,Jordan,class5,asphalt,day,clear,flat straight,Tailgating,Zarqa,Truck,2,36,Male
Collision,2018-06-27 18:24,70,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Zarqa,Passengers vehicle (up to 9 seats),2,26,Male
Collision,2018-06-27 18:35,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),3,25,Male
Collision,2018-06-27 18:35,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),3,0,Unkown
Collision,2018-06-27 18:36,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,27,Female
Collision,2018-06-27 18:36,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,52,Female
Collision,2018-06-27 18:45,60,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Zarqa,Passengers vehicle (up to 9 seats),2,46,Male
Collision,2018-06-27 18:45,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Zarqa,Passengers vehicle (up to 9 seats),2,36,Male
Collision,2018-06-27 18:46,40,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,23,Male
Collision,2018-06-27 18:46,40,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passenger and cargo vehicle,2,34,Female
Collision,2018-06-27 18:47,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper lane changes,Zarqa,Passengers vehicle (up to 9 seats),2,23,Male
Collision,2018-06-27 18:47,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Zarqa,Passengers vehicle (up to 9 seats),2,41,Male
Collision,2018-06-27 18:46,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Ajloun,Passengers vehicle (up to 9 seats),2,71,Male
Collision,2018-06-27 18:46,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Ajloun,Passenger and cargo vehicle,2,47,Female
Off-Road,2018-06-27 18:48,70,0,0,0,1,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper lane changes,Mafraq,Passengers vehicle (up to 9 seats),1,38,Male
Collision,2018-06-27 18:48,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Truck,2,0,Unkown
Collision,2018-06-27 9:55,50,0,0,0,0,Two ways,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Amman,Passengers vehicle (up to 9 seats),2,29,Female
Collision,2018-06-27 9:55,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-06-27 18:52,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Jerash,Passenger and cargo vehicle,2,43,Male
Collision,2018-06-27 18:52,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper reversing,Jerash,Passengers vehicle (up to 9 seats),2,29,Male
Collision,2018-06-27 18:53,40,0,0,0,0,Two ways,dry,Jordan,class 3 auto,asphalt,day,clear,curved ramp,Unsafe Parking,Amman,Passengers vehicle (up to 9 seats),5,38,Female
Collision,2018-06-27 18:53,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,curved ramp,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),5,0,Unkown
Collision,2018-06-27 18:53,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,curved ramp,Violation of traffic rules,Amman,Truck,5,24,Male
Collision,2018-06-27 18:53,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,curved ramp,Violation of traffic rules,Amman,Truck,5,0,Unkown
Collision,2018-06-27 18:55,50,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,43,Male
Collision,2018-06-27 18:55,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),2,24,Male
Collision,2018-06-27 18:56,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),2,36,Male
Collision,2018-06-27 18:56,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,118,Unkown
Collision,2018-06-27 18:58,30,0,0,0,0,Two ways with median island,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,26,Female
Collision,2018-06-27 18:58,30,0,0,0,0,Two ways with median island,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-06-27 18:59,90,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Irbid,Passengers vehicle (up to 9 seats),3,40,Male
Collision,2018-06-27 18:59,90,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Irbid,Passengers vehicle (up to 9 seats),3,63,Female
Collision,2018-06-27 18:59,90,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Irbid,Passenger and cargo vehicle,3,24,Male
Collision,2018-06-27 19:04,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,30,Male
Collision,2018-06-27 19:04,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,27,Male
Collision,2018-06-27 19:05,40,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Zarqa,Passenger and cargo vehicle,2,41,Male
Collision,2018-06-27 19:05,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Zarqa,Passengers vehicle (up to 9 seats),2,36,Male
Collision,2018-06-27 19:07,40,0,0,0,0,Two ways,dry,Jordan,unkown driver,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,118,Unkown
Collision,2018-06-27 19:07,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,31,Male
Collision,2018-06-27 19:09,40,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,36,Male
Collision,2018-06-27 19:09,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,34,Male
Collision,2018-06-27 19:09,40,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,43,Male
Collision,2018-06-27 19:09,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,28,Male
Collision,2018-06-27 19:12,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,23,Female
Collision,2018-06-27 19:12,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,23,Male
Collision,2018-06-27 19:14,60,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,46,Male
Collision,2018-06-27 19:14,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,31,Female
Collision,2018-06-27 19:15,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,27,Male
Collision,2018-06-27 19:15,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Amman,Passengers vehicle (up to 9 seats),2,27,Male
Collision,2018-06-27 21:18,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Jerash,Passengers vehicle (up to 9 seats),2,22,Male
Collision,2018-06-27 21:18,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper lane changes,Jerash,Passengers vehicle (up to 9 seats),2,21,Male
Collision,2018-06-27 19:19,40,0,0,0,0,Two ways,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Amman,Passengers vehicle (up to 9 seats),2,118,Unkown
Collision,2018-06-27 19:19,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-06-27 19:19,50,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,day,clear,flat straight,Improper reversing,Amman,Passengers vehicle (up to 9 seats),2,25,Male
Collision,2018-06-27 19:19,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,51,Female
Collision,2018-06-27 19:21,40,0,0,0,0,Two ways with median island,dry,Jordan,class 6a,asphalt,day,clear,flat straight,Improper lane changes,Irbid,Passengers Van or small bus (10 to 30 seats),2,39,Male
Collision,2018-06-27 19:21,40,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Irbid,Passengers vehicle (up to 9 seats),2,25,Male
Collision,2018-06-27 19:24,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-06-27 19:24,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,23,Male
Collision,2018-06-27 19:26,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,sunset,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,25,Male
Collision,2018-06-27 19:26,40,0,0,0,0,Two ways,dry,Jordan,class 3 auto,asphalt,sunset,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,23,Male
Collision,2018-06-27 19:26,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Amman,Passengers vehicle (up to 9 seats),2,22,Male
Collision,2018-06-27 19:26,40,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,33,Female
Collision,2018-06-27 20:05,40,0,0,0,0,Two ways,dry,KSA,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Zarqa,Passengers vehicle (up to 9 seats),3,0,Unkown
Collision,2018-06-27 20:05,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Zarqa,Truck,3,118,Male
Collision,2018-06-27 20:05,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Zarqa,Passenger and cargo vehicle,3,0,Unkown
Collision,2018-06-27 20:07,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,30,Female
Collision,2018-06-27 20:07,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,67,Male
Collision,2018-06-27 20:08,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Zarqa,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-06-27 20:08,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper reversing,Zarqa,Passengers vehicle (up to 9 seats),2,28,Male
Collision,2018-06-27 20:12,40,0,0,0,0,One way,dry,Jordan,class 3,asphalt,sunset,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,29,Male
Collision,2018-06-27 20:12,40,0,0,0,0,One way,dry,Jordan,class 3,asphalt,sunset,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,46,Female
Collision,2018-06-27 20:16,40,0,0,0,0,Two ways,dry,Jordan,class 3 auto,asphalt,sunset,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,31,Female
