Accident Type,Date,Speed (Km),Simple Injuries,Severe Injuries,Death,Medium Injuries,Road Lanes,Road Surfuce Description,Vehicle Country,Driver Licensee Type,Road Type,Light,Weather,Road Proerties,Driver Mistake,City,Vehicle type,Number of Cars,Driver Age,Sex
Collision,2018-09-18 13:02,50,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Truck,2,31,Male
Collision,2018-09-18 13:03,60,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper lane changes,Zarqa,Passengers vehicle (up to 9 seats),2,38,Male
Collision,2018-09-18 13:03,60,0,0,0,0,Two ways,dry,Jordan,class5,asphalt,day,clear,flat straight,Violation of traffic rules,Zarqa,Passengers Van or small bus (10 to 30 seats),2,35,Male
Collision,2018-09-18 13:03,60,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passenger and cargo vehicle,2,46,Male
Collision,2018-09-18 13:03,60,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,day,clear,flat straight,Improper reversing,Amman,Passengers vehicle (up to 9 seats),2,52,Male
Collision,2018-09-18 13:05,30,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,30,Female
Collision,2018-09-18 13:05,30,0,0,0,0,Two ways,dry,Jordan,class5,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Amman,Passengers Van or small bus (10 to 30 seats),2,39,Male
Collision,2018-09-18 13:06,60,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),3,0,Unkown
Collision,2018-09-18 13:06,60,0,0,0,0,Two ways,dry,Jordan,class5,asphalt,day,clear,flat straight,Unsafe Parking,Amman,Truck,3,44,Male
Collision,2018-09-18 13:08,40,0,0,0,0,One way,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,48,Male
Collision,2018-09-18 13:08,40,0,0,0,0,One way,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),2,37,Male
Collision,2018-09-18 13:14,40,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Tailgating,Irbid,Passengers vehicle (up to 9 seats),2,49,Male
Collision,2018-09-18 13:14,40,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Irbid,Passengers vehicle (up to 9 seats),2,48,Male
Collision,2018-09-18 13:15,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,40,Male
Collision,2018-09-18 13:15,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,39,Male
Collision,2018-09-18 13:15,40,0,0,0,0,Two ways,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-09-18 13:15,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,61,Male
Collision,2018-09-18 13:19,40,0,0,0,0,Two ways with median island,dry,Jordan,class5,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,32,Male
Collision,2018-09-18 13:19,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,56,Female
Collision,2018-09-18 13:19,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-09-18 13:19,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Truck,2,37,Male
Collision,2018-09-19 11:04,50,0,0,0,0,Two ways,dry,Jordan,class5,asphalt,day,clear,flat straight,Violation of traffic rules,al-karak,Passenger and cargo vehicle,2,34,Male
Collision,2018-09-19 11:04,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,al-karak,Passengers vehicle (up to 9 seats),2,38,Male
Collision,2018-09-18 13:23,60,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,26,Male
Collision,2018-09-18 13:23,60,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Running a stop sign,Amman,Passengers vehicle (up to 9 seats),2,0,Male
Collision,2018-09-18 15:26,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper lane changes,Irbid,Passengers vehicle (up to 9 seats),2,44,Male
Collision,2018-09-18 15:26,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Irbid,Passengers vehicle (up to 9 seats),2,21,Male
Collision,2018-09-18 13:28,60,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,33,Male
Collision,2018-09-18 13:28,60,0,0,0,0,Two ways with median island,dry,Jordan,class 6ab,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,49,Male
Collision,2018-09-18 13:28,40,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,30,Male
Collision,2018-09-18 13:28,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Amman,Passengers vehicle (up to 9 seats),2,0,Male
Collision,2018-09-18 13:24,60,0,0,0,0,One way,dry,KSA,unkown driver,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Amman,Passengers Van or small bus (10 to 30 seats),2,118,Unkown
Collision,2018-09-18 13:24,60,0,0,0,0,One way,dry,Jordan,class5,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers Van or small bus (10 to 30 seats),2,38,Male
Collision,2018-09-18 13:29,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,51,Female
Collision,2018-09-18 13:29,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,41,Female
Collision,2018-09-18 13:26,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Violation of traffic rules,Irbid,Passengers vehicle (up to 9 seats),2,21,Male
Collision,2018-09-18 13:26,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Irbid,Passengers vehicle (up to 9 seats),2,31,Male
Collision,2018-09-18 13:15,40,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,40,Male
Collision,2018-09-18 13:15,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,55,Male
Collision,2018-09-18 17:15,70,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper reversing,Amman,Passengers vehicle (up to 9 seats),2,37,Female
Collision,2018-09-18 17:15,70,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,36,Female
Collision,2018-09-18 13:37,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Open door while driving or parking,Amman,Passengers vehicle (up to 9 seats),2,34,Male
Collision,2018-09-18 13:37,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,0,Male
Collision,2018-09-18 13:39,40,0,0,0,0,Two ways,dry,Jordan,class 6ab,asphalt,day,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),2,70,Male
Collision,2018-09-18 13:39,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,38,Male
Collision,2018-09-18 13:42,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passenger and cargo vehicle,2,32,Male
Collision,2018-09-18 13:42,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,68,Male
Collision,2018-09-18 13:50,70,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper lane changes,Zarqa,Passenger and cargo vehicle,1,21,Male
Collision,2018-09-18 13:52,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,42,Female
Collision,2018-09-18 13:52,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Running a stop sign,Amman,Passengers vehicle (up to 9 seats),2,36,Male
Collision,2018-09-18 13:52,60,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,51,Male
Collision,2018-09-18 13:52,60,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passenger and cargo vehicle,2,28,Male
Collision,2018-09-18 13:52,60,0,0,0,0,Two ways,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Amman,Passengers vehicle (up to 9 seats),1,26,Female
Collision,2018-09-18 13:55,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Amman,Passengers vehicle (up to 9 seats),2,69,Male
Collision,2018-09-18 13:55,40,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,36,Male
Collision,2018-09-18 13:55,30,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,fog,Upright straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,45,Male
Collision,2018-09-18 13:55,30,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,day,fog,Upright straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,39,Male
Collision,2018-09-18 13:58,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,60,Female
Collision,2018-09-18 13:58,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,118,Unkown
Collision,2018-09-18 14:00,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Sharp curved,Amman,Passengers vehicle (up to 9 seats),1,25,Male
Collision,2018-09-18 14:00,50,0,0,0,0,Two ways,dry,Jordan,class 6ab,asphalt,day,clear,flat straight,Violation of traffic rules,Zarqa,Passengers vehicle (up to 9 seats),2,43,Male
Collision,2018-09-18 14:00,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper lane changes,Zarqa,Passengers vehicle (up to 9 seats),2,33,Female
Collision,2018-09-18 14:02,50,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Irbid,Passenger and cargo vehicle,2,26,Male
Collision,2018-09-18 14:02,50,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,day,clear,flat straight,Tailgating,Irbid,Passengers vehicle (up to 9 seats),2,47,Male
Collision,2018-09-18 14:04,60,0,0,0,0,One way,dry,Jordan,unkown driver,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,118,Unkown
Collision,2018-09-18 14:04,60,0,0,0,0,One way,dry,Jordan,class4,asphalt,day,clear,flat straight,Improper reversing,Amman,Passengers vehicle (up to 9 seats),2,56,Male
Collision,2018-09-18 14:05,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,Upright straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,50,Female
Collision,2018-09-18 14:05,60,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,Upright straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,40,Male
Collision,2018-09-18 14:11,50,0,0,0,0,Two ways,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Amman,Passengers vehicle (up to 9 seats),1,0,Female
Collision,2018-09-18 14:17,40,0,0,0,0,One way,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Irbid,Passengers vehicle (up to 9 seats),2,32,Male
Collision,2018-09-18 14:17,40,0,0,0,0,One way,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Irbid,Passenger and cargo vehicle,2,29,Male
Collision,2018-09-18 14:18,40,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,day,clear,flat straight,Running a stop sign,Amman,Truck,2,34,Male
Collision,2018-09-18 14:18,40,0,0,0,0,Two ways,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,21,Female
Collision,2018-09-18 14:21,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-09-18 14:21,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Amman,Passengers vehicle (up to 9 seats),2,39,Female
Collision,2018-09-18 14:24,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,25,Male
Collision,2018-09-18 14:24,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,0,Male
Collision,2018-09-18 14:25,50,0,0,0,0,Two ways,dry,Jordan,class5,asphalt,day,clear,flat straight,Violation of traffic rules,Zarqa,Truck,2,68,Male
Collision,2018-09-18 14:25,50,0,0,0,0,Two ways,dry,Jordan,unkown driver,asphalt,day,clear,flat straight,Violation of traffic rules,Zarqa,Passengers vehicle (up to 9 seats),2,55,Male
Collision,2018-09-18 14:30,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,32,Female
Collision,2018-09-18 14:30,50,0,0,0,0,Two ways,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Improper reversing,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-09-18 14:32,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-09-18 14:32,50,0,0,0,0,Two ways,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,31,Female
Collision,2018-09-18 14:38,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,36,Female
Collision,2018-09-18 14:38,50,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,22,Male
Run over,2018-09-18 14:38,40,0,0,0,1,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Irbid,Passenger and cargo vehicle,1,0,Male
Collision,2018-09-18 14:47,50,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passenger and cargo vehicle,2,38,Male
Collision,2018-09-18 14:47,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passenger and cargo vehicle,2,22,Male
Run over,2018-09-18 14:47,40,0,0,0,1,One way,dry,Jordan,class 3,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Maan,Passengers vehicle (up to 9 seats),1,38,Male
Collision,2018-09-18 14:49,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,Upright straight,Neglecting traffic safety precautions,Amman,Passengers vehicle (up to 9 seats),1,22,Male
Collision,2018-09-18 14:50,40,0,0,0,0,Two ways with median island,dry,Jordan,class5,asphalt,day,clear,flat straight,Open door while driving or parking,Amman,Truck,2,41,Male
Collision,2018-09-18 14:50,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-09-18 14:51,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,68,Male
Collision,2018-09-18 14:51,60,0,0,0,0,Two ways with median island,dry,Jordan,class 6ab,asphalt,day,clear,flat straight,Improper lane changes,Amman,Vehicle for private use,2,41,Male
Collision,2018-09-18 14:53,30,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,40,Male
Collision,2018-09-18 14:53,30,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,28,Male
Collision,2018-09-18 14:58,50,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Zarqa,Passengers vehicle (up to 9 seats),2,25,Male
Collision,2018-09-18 14:58,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Zarqa,Passengers vehicle (up to 9 seats),2,56,Male
Collision,2018-09-18 14:58,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,29,Male
Collision,2018-09-18 14:58,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passenger and cargo vehicle,2,0,Male
Collision,2018-09-18 15:02,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,46,Male
Collision,2018-09-18 15:02,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Open door while driving or parking,Amman,Truck,2,33,Male
Collision,2018-09-18 15:07,40,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,35,Male
